ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0030183,B cell differentiation,134,-0.6881510857662025,-2.2674285311652183,1.1325617631610045e-12,2.890863900468464e-10,2.663010356274625e-10,1781,"tags=39%, list=12%, signal=34%",St3gal1/Aqp8/Nfatc1/Lfng/Tnfaip3/Tlr9/Hdac9/Ikzf1/Nfam1/Spi1/Plcl2/Cmtm7/Slamf8/Fzd9/Inpp5d/Nckap1l/Irf8/Phf14/Dock10/Il21/Laptm5/Myb/Lyl1/Btk/Clcf1/Pou2f2/Gpr183/Card11/Ptprc/Bcl2/Ptpn6/Syk/Gimap1/6030468B19Rik/Il2/Pou2af1/Dock11/Il10/Il2rg/Cd40lg/Cd27/Cdh17/Ikzf3/Flt3/Il9r/Cd79a/Ntrk1/Cd79b/Ms4a1/Cd19/Spib/Cr2
GO:0002449,lymphocyte mediated immunity,259,-0.5876460006078714,-2.08646305128985,1.716145981503302e-12,4.205244113075691e-10,3.8737930976165063e-10,1629,"tags=27%, list=11%, signal=24%",H2-M3/Tbx21/Il2rb/Cd80/H2-DMa/Rftn1/Il25/Inpp5d/Nckap1l/Pdcd1/Il1b/Was/Vav1/Calhm6/Il4/Il21/Nkg7/Prf1/Lep/Cd160/Cd70/Clec4g/Dennd1b/H2-Ea/Unc13d/Btk/Clcf1/Pou2f2/Ptprc/Ptpn6/Il13ra2/Lta/Icosl/Cd8a/Mpl/Cd96/Coro1a/Ifng/Sash3/Fcer1a/6030468B19Rik/Tnfsf4/Il2/Igll1/Myo1g/Il7r/Stx11/Sh2d1a/Gapt/Il31ra/Cd40/Il27ra/Il21r/Slamf6/Hcst/Pagr1a/Cd40lg/Cd2/Il9r/Slamf1/Il12a/Fut7/Ccr6/Foxp3/Fcmr/Cd19/Fcer2a/Aicda/Cr2
GO:0002764,immune response-regulating signaling pathway,437,-0.5016625924004621,-1.854873710234413,3.6262006229324237e-12,8.543886544647703e-10,7.87047025892337e-10,2000,"tags=22%, list=13%, signal=20%",Cacnb3/Lpxn/Csk/Thy1/Cd274/Ly96/Mefv/Arrb2/Tnfaip3/Tnip1/Tlr9/C3/Tlr8/Sh2b2/F2rl1/H2-M3/Cmtm3/Rnf144a/Tifab/Nfam1/Btnl2/Txk/Plcl2/Clec4d/Rftn1/Pram1/Prkcb/Nckap1l/Nfkbid/Fpr2/Mef2c/Vav1/Ubash3a/Lcp2/Carmil2/A1bg/Gp6/Bpifb1/Laptm5/Lat2/Gpr33/Cd160/Nlrp6/Tasl/Irf4/Dennd1b/Ptprs/Btk/Sla2/Card11/Aurkb/Ptprc/Bcl2/Stap1/Ptpn6/Cd3e/Klhl6/Icosl/Cd8a/Lax1/Syk/Ctla4/Oas3/Gcsam/Tlr1/Ifng/Themis/Traf3ip3/Fcer1a/Tarm1/Nlrc3/Fcho1/Zap70/Myo1g/Sh2d1a/Skap1/Itk/Tespa1/Cd40/Lck/Cd8b1/Cd247/Cd79a/Lat/Btla/Trat1/Cd79b/Ccr7/Blk/Ms4a1/Cd22/Foxp3/Fcmr/Cd19/Fcer2a/Fcrl5/Cr2
GO:0050863,regulation of T cell activation,341,-0.5316636290450938,-1.9356740679075115,1.5147140049058416e-11,3.436717775575254e-9,3.1658408500195775e-9,1629,"tags=26%, list=11%, signal=24%",H2-M3/Tbx21/Gnrh1/Ccdc88b/Btnl2/Runx3/Cd80/H2-DMa/Fancd2/Ccl5/Ascl2/Zc3h12d/Dapl1/Nckap1l/Nfkbid/Pdcd1/Il1b/Tnfrsf14/Vav1/Il27/Tigit/Carmil2/Socs1/Il4/Foxn1/Il21/Laptm5/Wnt10b/Cd69/Lep/Tnfaip8l2/Cd160/Clec4g/H2-Ea/Pag1/Tox/Cd83/Card11/Itgal/Ptprc/Ptpn6/Cd3e/Icosl/Lax1/Syk/Ctla4/Prkcq/Coro1a/Rhoh/Cyp26b1/Efnb3/Ifng/Sash3/Tnfsf4/Il2/Tarm1/Il15/Fcho1/Zap70/Rasal3/Il7r/Dtx1/Cd4/Il2rg/Pla2g5/Pla2g2d/Tespa1/Tspan32/Rac2/Lck/Cd59b/Tnfrsf9/Cd6/Cd40lg/Cd27/Cd209e/Tnfsf14/Sit1/Lat/Slamf1/Cd5/H2-Oa/Tnfrsf13c/Btla/H2-Ob/Il12a/Ccr7/Cd37/Foxp3/Lef1
GO:0002285,lymphocyte activation involved in immune response,193,-0.6231298827362386,-2.1479262199864215,3.12877699530371e-11,6.845317097582331e-9,6.305779500685409e-9,2227,"tags=35%, list=15%, signal=30%",Icam1/Batf/Slc11a1/Spn/Il6/Cd74/St3gal1/Lfng/Il6ra/Il18/Cracr2a/Tnfaip3/Smad7/F2rl1/H2-M3/Tbx21/Spi1/Plcl2/Ascl2/Clec4d/Gadd45g/Nckap1l/Apbb1ip/Irf8/Nfkbid/Phf14/Il27/Dock10/Il4/Il21/Nkg7/Cd69/Myb/Cd160/Irf4/H2-Ea/Unc13d/Pglyrp2/Stat4/Clcf1/Gpr183/Itgal/Ptprc/Icosl/Ly9/Coro1a/Ifng/6030468B19Rik/Tnfsf4/Il2/Eomes/Pou2af1/Dock11/Il10/Stx11/Gapt/Cd40/Il27ra/Slamf6/Pagr1a/Cd40lg/Cdh17/Ccr7/Ccr6/Foxp3/Cd19/Lef1/Aicda
GO:0003012,muscle system process,396,0.5083901901287572,1.8676511092892603,5.410723868184101e-11,1.1429687729826138e-8,1.0528816935511783e-8,1741,"tags=27%, list=12%, signal=24%",Myoz2/Myh8/Csrp3/Prkag3/Myl2/Myh7/Cacng1/Ccn4/Sgca/Myh4/Acta1/Myom2/Casq1/Ryr1/Mybpc2/Myh1/Ttn/Myl1/Mylpf/Jsrp1/Tnnc2/Pgam2/Mybpc1/Tnnt3/Mstn/Lmod3/Nos1/Myod1/Adra1b/Clcn1/Myoz1/Tnni2/Atp2a1/Tnni1/Tnnt1/Myh2/Tmod4/Gdf1/Scn4b/Trim63/Myog/Tcap/Abat/Myom1/Cacna1s/Tmod1/Trim72/Actn2/Mylk2/Prkg1/Ptger3/Srl/Scn4a/Edn3/Cacna2d1/Actc1/Gsn/Igfbp5/Stac3/Nr4a3/Sgcd/Chrna1/Ccdc78/Calca/Tnnc1/Slc8a3/Ctnna3/Tmem38a/Kcnd3/Tacr3/Htr2a/Chrm2/Kcnj2/Chrne/Smad3/Pde9a/Abcc8/Ryr3/Npy1r/Mtmr4/Fxyd1/Nol3/Lmod2/Htr1d/Homer1/Myh7b/Drd1/Cacnb2/Nr3c1/Map2k4/Adra1a/Akap6/Pak1/Ar/Kbtbd13/Adra2a/Cacna1g/Ppara/Tbx3/Jarid2/Zdhhc21/Abcc9/Akap13/Atp1a2/Tmod3
GO:0046631,alpha-beta T cell activation,172,-0.6284349733190001,-2.12938703920253,5.7031954286264843e-11,1.164592506525528e-8,1.072801076942687e-8,1970,"tags=39%, list=13%, signal=34%",Prdm1/Il6ra/Cd274/Il18/Cracr2a/Elf4/Smad7/H2-M3/Tbx21/Runx3/Txk/Cd80/Ascl2/Dapl1/Gadd45g/Nckap1l/Nfkbid/Tnfrsf14/Il27/Socs1/Clec4f/Il4/Il21/Nkg7/Cd69/Myb/Cd160/Cdh26/Irf4/Clec4g/H2-Ea/Tox/Stat4/Dock2/Cd83/Gpr183/Card11/Ptprc/Bcl2/Cd3e/Syk/Prkcq/Gimap1/Ly9/Tnfsf8/Ifng/Sash3/Tnfsf4/Il2/Tarm1/Eomes/Il15/Zap70/Rasal3/Il2rg/Wdfy4/Pla2g2d/Itk/Bcl11b/Slamf6/Gpr18/Btla/Il12a/Fut7/Ccr7/Foxp3/Lef1
GO:0016064,immunoglobulin mediated immune response,125,-0.67206834870489085,-2.1759673330375007,6.295740592925752e-11,1.244119576524618e-8,1.1460599429091665e-8,842,"tags=24%, list=6%, signal=23%",H2-Ea/Btk/Clcf1/Pou2f2/Ptprc/Ptpn6/Il13ra2/Lta/Icosl/Mpl/Ifng/Fcer1a/6030468B19Rik/Tnfsf4/Il2/Igll1/Gapt/Cd40/Il27ra/Il21r/Pagr1a/Cd40lg/Il9r/Ccr6/Foxp3/Fcmr/Cd19/Fcer2a/Aicda/Cr2
GO:0019724,B cell mediated immunity,128,-0.6657156979979056,-2.164703872448289,9.116181519714112e-11,1.7451789996802704e-8,1.6076266160258997e-8,907,"tags=24%, list=6%, signal=23%",Cd70/H2-Ea/Btk/Clcf1/Pou2f2/Ptprc/Ptpn6/Il13ra2/Lta/Icosl/Mpl/Ifng/Fcer1a/6030468B19Rik/Tnfsf4/Il2/Igll1/Gapt/Cd40/Il27ra/Il21r/Pagr1a/Cd40lg/Il9r/Ccr6/Foxp3/Fcmr/Cd19/Fcer2a/Aicda/Cr2
GO:0007159,leukocyte cell-cell adhesion,373,-0.5119797326225017,-1.8782741756064603,1.7679781146775105e-10,3.282010281974069e-8,3.023327168352834e-8,1592,"tags=25%, list=11%, signal=23%",Tbx21/St3gal4/Gnrh1/Ccdc88b/Btnl2/Runx3/Cd80/H2-DMa/Ccl5/Ascl2/Zc3h12d/Dapl1/Nckap1l/Nfkbid/Pdcd1/Il1b/Tnfrsf14/Vav1/Itgb2/Ets1/Tigit/Carmil2/Socs1/Il4/Il21/Fut9/Laptm5/Stk10/Wnt10b/Cd69/Lep/Tnfaip8l2/Cd160/Clec4g/Selplg/H2-Ea/Pag1/Fermt3/Cd83/Card11/Itgal/Ptprc/L1cam/Ptpn6/Cd3e/Icosl/Lax1/Syk/Ctla4/Prkcq/Coro1a/Rhoh/Efnb3/Ifng/Sash3/Tnfsf4/Il2/Tarm1/Il15/Itgb7/Fcho1/Apoa4/Zap70/Rasal3/Il7r/Dtx1/Cd4/Il2rg/Pla2g5/Pla2g2d/Skap1/Tespa1/Tspan32/Rac2/Lck/Cd59b/Cd6/Cd40lg/Cd27/Cd209e/Tnfsf14/Sell/Slamf1/Cd5/H2-Oa/Tnfrsf13c/Btla/H2-Ob/Il12a/Fut7/Ccr7/Cd37/Chst4/Foxp3/Lef1
GO:0002637,regulation of immunoglobulin production,78,-0.7387191857692962,-2.2350176326163287,2.105740615602285e-10,3.794049120935176e-8,3.495007876236486e-8,1335,"tags=36%, list=9%, signal=33%",Tnfaip3/Tlr9/Tbx21/Mzb1/Il4/Il21/Btk/Clcf1/Ptprc/Tnfrsf4/Il13ra2/Ifng/Sash3/6030468B19Rik/Tnfsf4/Il2/Il33/Il10/Cd40/Il27ra/Vpreb3/Pagr1a/Cd40lg/Cd27/Cd37/Cd22/Foxp3/Siglecg
GO:0042100,B cell proliferation,88,-0.7131518220722158,-2.1948324843420197,3.3754028737919864e-10,5.90791942995706e-8,5.44226610718762e-8,1509,"tags=42%, list=10%, signal=38%",Cdkn1a/Plcl2/Inpp5d/Nckap1l/Mzb1/Mef2c/Il4/Il21/Tnfrsf13b/Cd70/Btk/Clcf1/Gpr183/Card11/Ptprc/Bcl2/Tnfrsf4/Ctla4/Sash3/Il2/Il7r/Il10/Gapt/Cd40/Cd40lg/Cd27/Bst1/Ikzf3/Il9r/Cd79a/Tnfrsf13c/Btla/Cd22/Siglecg/Cd19/Lef1/Cr2
GO:0051251,positive regulation of lymphocyte activation,295,-0.5389990228514275,-1.934535421780834,4.151665760679569e-10,6.873812013492714e-8,6.332028490185824e-8,2252,"tags=32%, list=15%, signal=28%",Il15ra/Cd38/Chrnb2/Egr3/Spn/Dhps/Il6/Cd74/Xcl1/Adam8/Pdcd1lg2/Sox13/Flt3l/Thy1/Cd274/Il18/Irs2/Fgf10/Tlr9/H2-M3/Tbx21/Ccdc88b/Spi1/Btnl2/Runx3/Cdkn1a/Cd80/H2-DMa/Ccl5/Inpp5d/Nckap1l/Nfkbid/Il1b/Mef2c/Tnfrsf14/Vav1/Carmil2/Socs1/Il4/Il21/Wnt10b/Lep/Cd160/H2-Ea/Tox/Tacr1/Btk/Clcf1/Cd83/Gpr183/Card11/Itgal/Ptprc/Bcl2/Tnfrsf4/Cd3e/Icosl/Mpl/Syk/Prkcq/Coro1a/Rhoh/Efnb3/Ifng/Sash3/Tnfsf4/Il2/Il15/Fcho1/Zap70/Rasal3/Il7r/Cd4/Il10/Il2rg/Tespa1/Cd40/Lck/Pagr1a/Cd59b/Cd6/Cd40lg/Cd27/Bst1/Cd209e/Tnfsf14/Slamf1/Cd5/H2-Oa/Tnfrsf13c/H2-Ob/Il12a/Ccr7/Foxp3/Lef1
GO:0030217,T cell differentiation,304,-0.5301132111174416,-1.9109072292898446,4.1431929734128756e-10,6.873812013492714e-8,6.332028490185824e-8,2008,"tags=29%, list=13%, signal=26%",Runx2/Sox13/Lfng/Aire/Prdm1/Il6ra/Il18/Cracr2a/Prex1/Smad7/Ikzf1/H2-M3/Tbx21/Spi1/Runx3/Txk/H2-DMa/Fancd2/Ascl2/Clec4d/Gadd45g/Nckap1l/Nfkbid/Il1b/Vav1/Il27/Carmil2/Socs1/Il4/Foxn1/Il21/Wnt10b/Cd69/Myb/Lep/Irf4/Clec4g/H2-Ea/Tox/Stat4/Dock2/Cd83/Gpr183/Card11/Ptprc/Bcl2/Cd3e/Cd8a/Syk/Ctla4/Gimap1/Ly9/Rhoh/Tnfsf8/Cyp26b1/Ifng/Themis/Sash3/Lepr/Tnfsf4/Il2/Cd3g/Eomes/Il15/Zap70/Il7r/Dtx1/Cd4/Il2rg/Pla2g2d/Itk/Tespa1/Bcl11b/Slamf6/Lck/Tnfrsf9/Cd27/Gpr18/Cd3d/Ikzf3/Flt3/H2-Oa/Il12a/Fut7/Ccr7/Ccr6/Foxp3/Lef1
GO:0031032,actomyosin structure organization,216,0.572231133275112,1.982074589282914,4.3227826095509084e-10,6.968780596344438e-8,6.419511792189037e-8,1935,"tags=27%, list=13%, signal=24%",Myoz2/Csrp3/Myl2/Myh7/Mybph/Acta1/Mypn/Ppm1e/Myom2/Neb/Casq1/Mybpc2/Myom3/Ttn/Klhl41/Mybpc1/Tnnt3/Lmod3/Myoz1/Nrap/Tnnt1/Limch1/Myo18b/Tmod4/Tcap/Synpo2l/Xirp1/Myom1/Cavin4/Adprhl1/Tmod1/Actn2/Tacstd2/Pfn2/Tgfb3/Actc1/Ppp1r9a/Mylk3/Flnc/Ldb3/Clasp1/Smad3/Tac1/Wnt4/Arhgap6/Rhpn1/Ankrd23/Lmod2/Krt19/Pak1/Pdlim4/Frmd7/Akap13/Tmod3/Krt8/Prox1/Cnn3/Casq2/Epb41l4a
GO:0070663,regulation of leukocyte proliferation,246,-0.5555724931102364,-1.9675361780787952,6.169123572299156e-10,9.690269488180674e-8,8.926497023237726e-8,2230,"tags=37%, list=15%, signal=32%",Csf2ra/Cd38/Chrnb2/Spn/Dhps/Il6/Cd74/Xcl1/Pdcd1lg2/Flt3l/Cd274/Cd209a/Il18/Cnn2/Irs2/Fgf10/Tlr9/Ocstamp/H2-M3/Gnrh1/Ccdc88b/Btnl2/Cdkn1a/Cd80/Ccl5/Zc3h12d/Inpp5d/Nckap1l/Mzb1/Il1b/Mef2c/Tnfrsf14/Il27/Carmil2/Il4/Il21/Laptm5/Tnfrsf13b/Csf2/Lep/Clec4g/Tacr1/Btk/Clcf1/Gpr183/Card11/Itgal/Ptprc/Bcl2/Tnfrsf4/Ptpn6/Cd3e/Icosl/Mpl/Syk/Ctla4/Prkcq/Coro1a/Ifng/Sash3/Tnfsf4/Il2/Tarm1/Il15/Il33/Zap70/Rasal3/Cd4/Il10/Pla2g5/Pla2g2d/Cd40/Tspan32/Rac2/Cd59b/Tnfrsf9/Cd6/Cd40lg/Bst1/Ikzf3/Grem1/Cd209e/Slamf1/Tnfrsf13c/Btla/Il12a/Ccr7/Cd37/Cd22/Foxp3/Siglecg
GO:1903037,regulation of leukocyte cell-cell adhesion,339,-0.5161279574576882,-1.8767038916955607,6.745069655967908e-10,1.0330074178114851e-7,9.515873269906303e-8,1629,"tags=26%, list=11%, signal=24%",H2-M3/Tbx21/St3gal4/Gnrh1/Ccdc88b/Btnl2/Runx3/Cd80/H2-DMa/Ccl5/Ascl2/Zc3h12d/Dapl1/Nckap1l/Nfkbid/Pdcd1/Il1b/Tnfrsf14/Vav1/Itgb2/Ets1/Tigit/Carmil2/Socs1/Il4/Il21/Fut9/Laptm5/Wnt10b/Cd69/Lep/Tnfaip8l2/Cd160/Clec4g/H2-Ea/Pag1/Cd83/Card11/Itgal/Ptprc/Ptpn6/Cd3e/Icosl/Lax1/Syk/Ctla4/Prkcq/Coro1a/Rhoh/Efnb3/Ifng/Sash3/Tnfsf4/Il2/Tarm1/Il15/Fcho1/Zap70/Rasal3/Il7r/Dtx1/Cd4/Il2rg/Pla2g5/Pla2g2d/Skap1/Tespa1/Tspan32/Lck/Cd59b/Cd6/Cd40lg/Cd27/Cd209e/Tnfsf14/Slamf1/Cd5/H2-Oa/Tnfrsf13c/Btla/H2-Ob/Il12a/Fut7/Ccr7/Cd37/Chst4/Foxp3/Lef1
GO:0055013,cardiac muscle cell development,104,0.6784708751546069,2.1506399503310063,6.936447473934891e-10,1.0364067615932961e-7,9.547187396088561e-8,2207,"tags=38%, list=15%, signal=32%",Csrp3/Hnrnpu/Myl2/Ccn4/Neb/Ttn/Alpk2/Isl1/Adra1b/Nrap/Myo18b/Tcap/Xirp1/Cavin4/Adprhl1/Actn2/Prkg1/Alpk3/Tbx5/Actc1/Mylk3/Sgcd/Bves/Popdc2/Speg/Nr3c1/Map2k4/Adra1a/Akap6/Pak1/Ppara/Tbx3/Akap13/Prox1/Slc25a4/Cxadr/Fhl2/Pitx2/Sgcb
GO:0050853,B cell receptor signaling pathway,53,-0.7942527852564775,-2.252244521472446,9.802525364329147e-10,1.4297683424257227e-7,1.3170761523350516e-7,1679,"tags=53%, list=11%, signal=47%",Sh2b2/Cmtm3/Nfam1/Plcl2/Rftn1/Prkcb/Nckap1l/Mef2c/Lat2/Btk/Ptprc/Bcl2/Stap1/Ptpn6/Klhl6/Syk/Ctla4/Gcsam/Itk/Lck/Cd79a/Cd79b/Blk/Ms4a1/Cd22/Fcmr/Cd19/Fcrl5
GO:0050864,regulation of B cell activation,131,-0.6465496238199357,-2.1138003361188993,1.1680309706123169e-9,1.6640366804583846e-7,1.532879812350705e-7,1592,"tags=35%, list=11%, signal=32%",Tbx21/Nfam1/Spi1/Cdkn1a/Slamf8/Inpp5d/Nckap1l/Mzb1/Mef2c/Il4/Il21/Laptm5/Tnfrsf13b/Btk/Clcf1/Gpr183/Card11/Ptprc/Bcl2/Tnfrsf4/Ptpn6/Syk/Ctla4/Ifng/Sash3/Samsn1/Tnfsf4/Il2/Il10/Il2rg/Cd40/Il27ra/Pagr1a/Tbc1d10c/Cd40lg/Cd27/Bst1/Ikzf3/Flt3/Tnfrsf13c/Btla/Bank1/Cd22/Foxp3/Siglecg/Cd19
GO:0045214,sarcomere organization,54,0.7733935768727938,2.2196973497719905,1.3484310768989885e-9,1.8528427621329979e-7,1.7068044826700691e-7,883,"tags=43%, list=6%, signal=40%",Myoz2/Csrp3/Myh7/Mybph/Mypn/Myom2/Neb/Casq1/Mybpc2/Myom3/Ttn/Mybpc1/Tnnt3/Myoz1/Tnnt1/Tcap/Synpo2l/Xirp1/Myom1/Actn2/Mylk3/Flnc/Ldb3
GO:0055006,cardiac cell development,113,0.6639026161855326,2.145758599101732,1.3610500211554833e-9,1.8528427621329979e-7,1.7068044826700691e-7,2207,"tags=35%, list=15%, signal=30%",Csrp3/Hnrnpu/Myl2/Ccn4/Neb/Ttn/Alpk2/Isl1/Adra1b/Nrap/Myo18b/Tcap/Xirp1/Cavin4/Adprhl1/Actn2/Prkg1/Alpk3/Tbx5/Actc1/Mylk3/Sgcd/Bves/Popdc2/Speg/Nr3c1/Map2k4/Adra1a/Akap6/Pak1/Ppara/Tbx3/Akap13/Prox1/Pbrm1/Slc25a4/Cxadr/Fhl2/Pitx2/Sgcb
GO:0002757,immune response-activating signaling pathway,411,-0.48561949941149063,-1.7941322124705772,1.8324345220344724e-09,2.4403247569528644e-7,2.2479820303493833e-7,2000,"tags=21%, list=13%, signal=19%",Cacnb3/Lpxn/Csk/Thy1/Cd274/Ly96/Mefv/Arrb2/Tnfaip3/Tnip1/Tlr9/C3/Tlr8/Sh2b2/F2rl1/Cmtm3/Rnf144a/Tifab/Nfam1/Btnl2/Txk/Plcl2/Rftn1/Pram1/Prkcb/Nckap1l/Nfkbid/Fpr2/Mef2c/Ubash3a/Lcp2/Carmil2/Bpifb1/Laptm5/Lat2/Gpr33/Cd160/Nlrp6/Tasl/Irf4/Dennd1b/Ptprs/Btk/Sla2/Card11/Aurkb/Ptprc/Bcl2/Stap1/Ptpn6/Cd3e/Klhl6/Icosl/Cd8a/Lax1/Syk/Ctla4/Oas3/Gcsam/Tlr1/Ifng/Themis/Traf3ip3/Nlrc3/Fcho1/Zap70/Myo1g/Sh2d1a/Skap1/Itk/Tespa1/Lck/Cd8b1/Cd247/Cd79a/Lat/Trat1/Cd79b/Ccr7/Blk/Ms4a1/Cd22/Foxp3/Fcmr/Cd19/Fcrl5/Cr2
GO:0014706,striated muscle tissue development,427,0.47562731523810464,1.760838879632862,2.1242550947086182e-9,2.768763129826595e-7,2.5505333847106163e-7,1729,"tags=23%, list=12%, signal=21%",Myoz2/Csrp3/Hnrnpu/Myl2/Myh7/Gli1/Ccn4/Ankrd2/Acta1/Neb/Casq1/Ryr1/Ttn/Mylpf/Klhl41/Myf6/Synb/Rbfox1/Mstn/Lmod3/Alpk2/Xirp2/Isl1/Mesp1/Myod1/Adra1b/Myoz1/Tnni1/Nrap/Plagl1/Myo18b/Rpl3l/Foxh1/Sox15/Myog/Tcap/Klhl40/Xirp1/Popdc3/Bmp5/Cav2/Myom1/Cavin4/S100b/Cacna1s/Adprhl1/Six1/Actn2/Mylk2/Rarb/Prkg1/Rbm24/Sox6/Alpk3/Tbx5/Igf2/Kel/Bdnf/Actc1/Sox11/Mylk3/Erbb4/Stac3/Sgcd/Chrna1/Tnnc1/Bves/Mettl21c/Popdc2/Gpc1/Twist1/Gpcpd1/Sgcg/Smad3/Sema3c/Vgll2/Ncam1/Speg/Jph2/Kcnj11/Homer1/Id2/Eya1/Nr3c1/Map2k4/Adra1a/Akap6/Pak1/Atf3/Aldh1a2/Fgfr2/Ppara/Tbx3/Jarid2/Abcc9/Akap13/Ctnnb1
GO:0050852,T cell receptor signaling pathway,120,-0.6531949452348044,-2.103912182084172,2.2346962950008155e-9,2.852031146494791e-7,2.62723834155688e-7,1517,"tags=29%, list=10%, signal=26%",Btnl2/Txk/Rftn1/Pram1/Nfkbid/Ubash3a/Lcp2/Carmil2/Laptm5/Cd160/Dennd1b/Btk/Sla2/Card11/Ptprc/Ptpn6/Cd3e/Icosl/Cd8a/Ctla4/Ifng/Themis/Fcho1/Zap70/Sh2d1a/Skap1/Itk/Tespa1/Lck/Cd8b1/Cd247/Lat/Trat1/Ccr7/Foxp3
GO:0050670,regulation of lymphocyte proliferation,224,-0.5572600288152353,-1.9526221151644783,2.6382404540262015e-9,3.2983389839519406e-7,3.0383688666024633e-7,1574,"tags=38%, list=11%, signal=34%",Chrnb2/Spn/Dhps/Il6/Cd74/Xcl1/Pdcd1lg2/Flt3l/Cd274/Cd209a/Il18/Irs2/Fgf10/Tlr9/H2-M3/Gnrh1/Ccdc88b/Btnl2/Cdkn1a/Cd80/Ccl5/Zc3h12d/Inpp5d/Nckap1l/Mzb1/Il1b/Mef2c/Tnfrsf14/Il27/Carmil2/Il4/Il21/Laptm5/Tnfrsf13b/Lep/Clec4g/Tacr1/Btk/Clcf1/Gpr183/Card11/Itgal/Ptprc/Bcl2/Tnfrsf4/Ptpn6/Cd3e/Icosl/Mpl/Syk/Ctla4/Prkcq/Coro1a/Ifng/Sash3/Tnfsf4/Il2/Tarm1/Il15/Zap70/Rasal3/Cd4/Il10/Pla2g5/Pla2g2d/Cd40/Tspan32/Rac2/Cd59b/Tnfrsf9/Cd6/Cd40lg/Bst1/Ikzf3/Cd209e/Slamf1/Tnfrsf13c/Btla/Il12a/Ccr7/Cd37/Cd22/Foxp3/Siglecg
GO:1903039,positive regulation of leukocyte cell-cell adhesion,244,-0.5478571108211595,-1.9341773468603067,3.124569718108581e-9,3.8138211031450346e-7,3.513221460549603e-7,2458,"tags=36%, list=16%, signal=31%",Nfkbiz/Il1a/Gcnt1/Tnfsf13b/H2-Aa/Rasgrp1/Cd44/Alox5/Icam1/Egr3/Spn/Dhps/Il6/Cd74/Xcl1/Adam8/Pdcd1lg2/Sox13/Thy1/Cd274/Il18/Ptafr/Fut4/Chst2/H2-M3/St3gal4/Ccdc88b/Btnl2/Runx3/Cd80/H2-DMa/Ccl5/Nckap1l/Nfkbid/Il1b/Tnfrsf14/Vav1/Itgb2/Ets1/Carmil2/Socs1/Il4/Il21/Wnt10b/Lep/Cd160/H2-Ea/Cd83/Card11/Itgal/Ptprc/Cd3e/Icosl/Syk/Prkcq/Coro1a/Rhoh/Efnb3/Ifng/Sash3/Tnfsf4/Il2/Il15/Fcho1/Zap70/Rasal3/Il7r/Cd4/Il2rg/Skap1/Tespa1/Lck/Cd59b/Cd6/Cd40lg/Cd27/Cd209e/Tnfsf14/Slamf1/Cd5/H2-Oa/Tnfrsf13c/H2-Ob/Il12a/Fut7/Ccr7/Chst4/Foxp3/Lef1
GO:0002697,regulation of immune effector process,356,-0.49591344209200666,-1.8166158067261795,3.1750714374860716e-9,3.8138211031450346e-7,3.513221460549603e-7,1795,"tags=24%, list=12%, signal=22%",Arrb2/Tnfaip3/Tlr9/C3/Smad7/Cfp/Adora3/Stxbp1/F2rl1/H2-M3/Tbx21/Spi1/Ncf1/Irf5/Cd80/Ascl2/Pram1/Slamf8/Nckap1l/Nfkbid/Mzb1/Pdcd1/Il1b/Tnfrsf14/Was/Vav1/Il27/Itgb2/Calhm6/Il4/Il21/Laptm5/Pla2g3/Cd69/Lep/Cd160/Nppc/Clec4g/Dennd1b/H2-Ea/Unc13d/Pglyrp2/Apoa2/Btk/Clcf1/Fgr/Ptprc/Stap1/Tnfrsf4/Ptpn6/Il13ra2/Lta/Syk/Cd96/Ifng/Sash3/Fcer1a/6030468B19Rik/Tnfsf4/Il2/Il33/Il7r/Il10/Sh2d1a/Pla2g5/Cd40/Il27ra/Gata1/Slamf6/Rac2/Vpreb3/Pagr1a/Cd59b/Cd40lg/Cd27/Crhr1/Slamf1/Cd5l/Il12a/Fut7/Ccr7/Cd37/Cd22/Foxp3/Siglecg/Fcer2a/Cr2
GO:0002312,B cell activation involved in immune response,92,-0.6934157421875538,-2.150148670358956,3.401449956723953e-9,4.007169699017488e-7,3.691330610930589e-7,1592,"tags=32%, list=11%, signal=28%",Tbx21/Spi1/Plcl2/Irf8/Phf14/Dock10/Il4/Il21/Clcf1/Gpr183/Ptprc/Icosl/Ifng/6030468B19Rik/Tnfsf4/Il2/Pou2af1/Dock11/Il10/Gapt/Cd40/Il27ra/Pagr1a/Cd40lg/Cdh17/Ccr6/Foxp3/Cd19/Aicda
