chr	rs	ps	n_miss	alpha	beta	gamma
2	rs29541360	158665126	0	1.900272e-05	2.723894e-03	2.800000e-03
2	rs13476870	158740779	0	1.989475e-05	-2.090194e-04	2.400000e-03
2	rs33731576	158947668	0	1.619870e-05	2.173950e-03	3.600000e-03
2	rs27320863	159044650	0	1.464180e-05	2.693997e-03	1.600000e-03
2	rs27320666	159106129	0	1.464180e-05	6.352428e-04	3.000000e-03
2	rs33146097	159228417	0	9.834730e-06	1.395982e-03	3.200000e-03
2	rs27337506	159447549	0	-5.982193e-06	-1.232707e-03	2.900000e-03
2	rs48026383	159492467	0	-5.982193e-06	-2.441696e-03	1.700000e-03
2	rs6389365	159542990	0	-9.315404e-06	-1.921895e-03	2.600000e-03
2	rs3691508	159581174	0	-9.315404e-06	-2.314690e-03	2.600000e-03
2	rs46087499	159624662	0	-9.315404e-06	-3.750100e-03	1.400000e-03
2	rs32998433	159898679	0	-9.315404e-06	-2.139973e-03	4.000000e-03
2	rs47659994	159922469	0	-9.315404e-06	-2.639323e-03	3.000000e-03
2	rs261392005	160116565	0	-2.003183e-05	-1.619681e-03	2.800000e-03
2	rs6152944	160303695	0	-2.003183e-05	1.204308e-04	3.300000e-03
2	rs46009649	160463830	0	-2.003183e-05	-2.673822e-03	2.000000e-03
2	rs13476878	160769245	0	-2.003183e-05	-1.755650e-03	2.500000e-03
2	rs50598383	161123449	0	-2.003183e-05	-4.279210e-03	2.900000e-03
2	rs27305634	161179626	0	-2.003183e-05	-4.284809e-03	4.200000e-03
2	rs27350897	161690930	0	-3.767993e-05	-7.680889e-03	4.300000e-03
2	rs27333533	161746136	0	-3.767993e-05	-6.532612e-03	4.300000e-03
2	rs27350611	161895605	0	-3.767993e-05	-1.075727e-02	4.200000e-03
2	rs27350606	161895805	0	-2.525295e-05	-4.060596e-03	2.200000e-03
2	rs27350596	161896742	0	-2.525295e-05	-3.268051e-03	3.900000e-03
2	rs27317603	162023042	0	-2.525295e-05	-5.251520e-03	2.300000e-03
2	rs27303047	162233294	0	-2.525295e-05	-5.501728e-03	3.000000e-03
2	rs27316684	162636556	0	-2.525295e-05	-3.225899e-03	3.300000e-03
2	rs27300581	162692979	0	-2.177393e-05	-3.805697e-03	3.400000e-03
2	rs28245692	162891287	0	-2.177393e-05	-2.582621e-03	4.400000e-03
2	rs3671849	163152539	0	-2.177393e-05	-5.190434e-03	3.000000e-03
2	rs33318324	163548754	0	-2.177393e-05	-2.951046e-03	2.200000e-03
2	rs49887173	163773619	0	-1.623469e-05	-3.377489e-03	2.800000e-03
2	rs27331142	163774397	0	-1.623469e-05	-2.944111e-03	1.900000e-03
2	rs6345991	163806752	0	-2.221334e-05	-2.719337e-03	5.000000e-03
2	rs13476889	164307526	1	-2.050798e-05	-2.582676e-03	4.100000e-03
2	rs49712246	164366346	1	-2.050798e-05	-1.227177e-03	3.000000e-03
2	rs8275857	164373960	1	-2.050798e-05	-2.742854e-03	2.800000e-03
2	rs29671327	164451088	1	-2.050798e-05	-2.529349e-03	3.100000e-03
2	rs13476891	164734256	1	-2.050798e-05	-1.393679e-03	2.000000e-03
2	rs28262110	164926802	1	-1.460684e-05	-3.246123e-03	2.600000e-03
2	rs46248753	164945693	1	-1.460684e-05	-2.543862e-03	2.800000e-03
2	rs28262081	164947462	1	-9.179785e-06	-1.935348e-03	3.900000e-03
2	rs6185704	164953525	1	-1.508092e-05	-1.238877e-03	3.500000e-03
2	rs28240225	165085660	1	-9.179785e-06	-3.355676e-03	2.400000e-03
2	rs6177049	165782729	0	-3.623340e-06	-1.265559e-03	3.000000e-03
2	rs251909769	165927300	0	-3.623340e-06	-1.472248e-03	2.000000e-03
2	rs27330219	166458584	0	-3.623340e-06	-1.351263e-04	5.200000e-03
2	rs27298855	166538623	0	-3.623340e-06	-2.060424e-03	1.900000e-03
2	rs27298670	166584107	0	-3.623340e-06	4.273615e-04	3.700000e-03
2	rs33596136	166595972	0	-3.623340e-06	-9.365103e-04	2.700000e-03
2	rs3653795	166630387	0	-9.325679e-06	-6.500288e-04	1.300000e-03
2	rs27329212	166947561	0	-9.325679e-06	1.372981e-04	2.800000e-03
2	rs27294310	167166185	0	-9.325679e-06	-1.075608e-03	3.000000e-03
2	rs33242840	167191439	0	-1.490777e-05	-1.992364e-03	1.700000e-03
2	rs27294189	167225641	0	-1.490777e-05	-1.992378e-03	2.800000e-03
2	rs244853031	167373790	0	-1.310489e-05	-1.596204e-03	1.800000e-03
2	rs240164327	167594884	0	-1.310489e-05	-2.237514e-03	4.800000e-03
2	rs27280985	168424389	0	2.727666e-06	-7.791743e-05	2.900000e-03
2	rs32846064	168432839	0	2.727666e-06	2.310477e-04	3.100000e-03
2	rs27341626	168436299	0	-1.424749e-05	-1.532101e-03	3.700000e-03
2	rs27341574	168445946	0	-1.424749e-05	-1.577541e-03	2.700000e-03
2	rs6319166	168575477	0	-1.424749e-05	-3.214744e-03	2.200000e-03
2	rs48233920	168584013	0	-1.424749e-05	-2.959334e-04	2.400000e-03
2	rs29506586	168957101	0	-1.424749e-05	-1.962654e-03	1.700000e-03
2	rs6160839	168966686	0	-7.917124e-06	-1.465549e-03	3.600000e-03
2	rs27288701	169113614	0	-7.917124e-06	-1.936268e-03	2.400000e-03
2	rs49223793	169358672	0	-7.917124e-06	1.681491e-04	3.400000e-03
2	rs27622025	169541210	0	-7.917124e-06	-3.789952e-04	3.300000e-03
2	rs3663663	169644858	0	-7.917124e-06	-3.787960e-03	1.100000e-03
2	rs27628756	169886635	0	-7.917124e-06	7.819295e-04	1.800000e-03
2	rs27628736	169891672	0	-9.495779e-06	-9.497995e-04	3.200000e-03
2	rs27628709	169897347	0	-9.495779e-06	-7.139389e-04	3.700000e-03
2	rs3148016	170104423	0	-9.495779e-06	-7.892940e-04	3.400000e-03
2	rs3148034	170206904	0	-6.556858e-06	-5.355416e-05	2.500000e-03
2	rs13476914	170826974	0	-1.914950e-05	-3.061571e-03	2.600000e-03
2	rs33554237	170843178	0	-1.933151e-05	-8.329546e-04	2.600000e-03
2	rs51325068	171442822	0	-1.933151e-05	8.361220e-04	1.700000e-03
2	rs28275396	171487633	0	-1.933151e-05	-2.369849e-03	4.100000e-03
2	rs49535594	171555720	0	-1.933151e-05	-1.499819e-03	3.700000e-03
2	UNC020329635	171559132	0	-1.933151e-05	-6.550385e-04	2.400000e-03
2	rs27620393	172714770	0	-1.933151e-05	-1.325541e-03	1.900000e-03
2	rs33381117	172734804	0	-1.889209e-05	-3.686365e-03	2.300000e-03
2	rs27636820	172893600	0	-1.889209e-05	-2.623182e-03	3.100000e-03
2	rs46920619	173244458	0	-1.803043e-05	-2.161999e-03	2.400000e-03
2	rs27615350	173259229	0	-1.803043e-05	-3.970616e-03	3.600000e-03
2	rs27621324	173426500	0	-1.053271e-06	1.301245e-04	4.400000e-03
2	rs27644551	173542999	0	-1.053271e-06	-9.796299e-04	2.300000e-03
2	rs27644503	173549576	0	-1.409403e-05	-2.240027e-03	3.300000e-03
2	rs27644500	173549919	0	-1.409403e-05	6.537005e-04	1.800000e-03
2	rs6384888	173550591	0	-1.409403e-05	-1.815241e-03	4.400000e-03
2	rs27644412	173597301	0	-1.409403e-05	-2.437052e-03	2.900000e-03
2	rs33360234	173639612	1	-1.556685e-05	1.462223e-04	3.000000e-03
2	rs3674193	178717320	0	-1.470531e-05	-1.062986e-03	3.600000e-03
2	rs27685974	178753443	0	-1.470531e-05	-1.247871e-04	3.200000e-03
2	rs27686798	178977635	0	-3.988892e-06	2.109952e-03	2.000000e-03
2	rs47711234	179006119	0	-3.988892e-06	-1.549348e-03	3.700000e-03
2	rs27686643	179006696	0	-7.795160e-06	-6.547448e-04	2.500000e-03
2	rs50774873	179085780	0	-7.795160e-06	-1.312376e-03	3.000000e-03
2	rs27651925	179088699	0	-7.795160e-06	8.114046e-04	2.700000e-03
2	rs221878050	179095396	0	-7.795160e-06	-3.053533e-03	2.400000e-03
2	rs27651776	179104545	0	-7.795160e-06	5.542273e-04	2.200000e-03
2	rs13476936	179208083	0	-3.988892e-06	7.308337e-04	3.900000e-03
2	rs27650776	179214835	0	-3.988892e-06	-9.870333e-04	3.100000e-03
2	rs27650686	179225380	0	-3.988892e-06	-2.026017e-04	3.500000e-03
2	rs27698917	179244488	0	-7.795160e-06	-6.741659e-04	2.300000e-03
2	rs27683488	179264278	0	-7.795160e-06	-1.878339e-03	2.100000e-03
2	rs33598222	179277836	0	-7.795160e-06	-1.828691e-03	1.500000e-03
2	rs6335805	179278998	0	-3.988892e-06	7.720748e-04	2.900000e-03
2	rs27683321	179293416	0	-3.988892e-06	-1.331861e-04	3.900000e-03
2	rs49176349	179316875	0	-3.988892e-06	-5.469255e-04	2.600000e-03
2	rs33181947	179481541	0	-3.988892e-06	6.637496e-04	2.500000e-03
2	rs6187766	179522760	0	1.006059e-05	2.931514e-03	1.100000e-03
2	rs33458785	179684110	0	1.006059e-05	1.423461e-03	3.500000e-03
2	rs27639333	179692153	0	6.254318e-06	1.515319e-03	2.100000e-03
2	rs27668635	179791508	0	6.254318e-06	-5.843863e-05	2.100000e-03
2	rs32860893	179822094	0	-1.195168e-06	-3.624217e-05	2.300000e-03
2	rs27648323	179824710	0	-1.195168e-06	-5.117799e-05	2.800000e-03
2	rs3703298	179960897	0	2.611100e-06	-4.224441e-04	2.400000e-03
2	rs29624362	180113742	0	2.611100e-06	1.440859e-04	2.500000e-03
2	rs33003485	180125267	0	2.611100e-06	5.765863e-04	3.600000e-03
2	rs218860029	180208022	0	2.611100e-06	1.873090e-03	2.300000e-03
2	rs27679156	180208479	0	-1.195168e-06	1.689834e-03	2.000000e-03
2	rs27641595	180357796	0	-1.195168e-06	-2.142688e-03	2.100000e-03
2	rs33412241	180372110	0	1.284740e-05	2.477413e-03	2.400000e-03
2	rs29916209	180485169	0	1.284740e-05	6.508922e-04	1.600000e-03
2	rs13476942	180687637	0	1.665367e-05	1.259159e-03	3.200000e-03
2	rs27640086	180797561	0	1.284740e-05	2.055720e-03	3.000000e-03
2	rs27698317	180803959	0	1.284740e-05	2.037971e-03	2.200000e-03
2	rs27683262	180808022	0	2.337831e-05	2.423992e-03	2.900000e-03
2	rs27683255	180808601	0	1.284740e-05	6.297391e-04	2.300000e-03
2	rs27683096	180834891	0	1.284740e-05	1.233310e-03	3.800000e-03
2	rs27680502	181008980	0	5.824256e-06	1.086420e-03	3.200000e-03
2	rs27680457	181014276	0	5.824256e-06	1.496589e-03	2.600000e-03
2	rs27680311	181047454	0	5.824256e-06	5.312931e-04	4.300000e-03
2	rs6305540	181090877	0	9.630524e-06	1.380567e-03	3.600000e-03
2	rs33599721	181569147	0	9.630524e-06	1.492519e-03	3.400000e-03
2	rs27654345	181623055	0	9.630524e-06	7.869638e-04	2.400000e-03
2	rs27652608	181989080	0	9.630524e-06	6.200000e-04	2.800000e-03
2	rs6317711	181990926	0	9.630524e-06	5.888043e-05	2.300000e-03
3	rs29619692	3074240	0	1.053730e-05	6.040914e-04	2.300000e-03
3	rs13476950	3785419	0	1.284142e-05	6.779668e-04	3.200000e-03
3	rs30702264	4365615	0	1.284142e-05	2.244835e-03	1.400000e-03
3	rs13476958	5904283	0	1.284142e-05	1.063216e-03	3.800000e-03
3	rs29623223	6430542	0	1.284142e-05	3.042716e-03	3.700000e-03
3	rs13476961	6807955	0	1.284142e-05	1.624231e-03	2.300000e-03
3	rs30460351	7274941	0	1.284142e-05	6.739206e-04	2.000000e-03
3	rs29659075	7383666	0	1.284142e-05	2.716181e-03	2.500000e-03
3	rs29660738	7524526	0	1.284142e-05	1.546508e-03	3.000000e-03
3	rs29655312	7630063	0	1.284142e-05	4.727251e-03	1.800000e-03
3	rs13476963	7679816	0	1.284142e-05	-7.525948e-05	3.000000e-03
3	rs29662125	8754874	0	1.284142e-05	2.687406e-03	2.700000e-03
3	rs29666306	8903411	0	1.914101e-05	-4.303636e-04	1.600000e-03
3	rs221284962	9082402	0	1.914101e-05	2.398475e-03	3.700000e-03
3	rs256767852	9090464	0	1.914101e-05	3.111373e-03	3.300000e-03
3	rs3668064	9269819	0	1.914101e-05	2.679484e-03	2.800000e-03
3	rs29671779	9565087	0	1.914101e-05	2.554987e-03	4.400000e-03
3	rs48986333	9983632	1	2.251557e-05	3.768246e-03	1.700000e-03
3	rs13476970	10018673	0	2.207993e-05	5.484043e-03	2.100000e-03
3	rs31052718	10078784	1	2.251557e-05	5.721644e-03	1.600000e-03
3	rs31722035	10094254	1	2.251557e-05	3.361050e-03	2.700000e-03
3	rs29709895	10312261	0	2.207993e-05	2.730007e-03	4.100000e-03
3	rs30990897	10675947	0	2.207993e-05	4.695747e-03	2.300000e-03
3	rs31674880	10751759	0	2.207993e-05	3.645499e-03	4.400000e-03
3	rs29715683	11241582	0	2.136293e-05	3.151865e-03	3.600000e-03
3	rs30216239	11558690	1	2.101517e-05	3.783422e-03	2.900000e-03
3	rs30996270	12175944	1	2.101517e-05	2.543209e-03	2.700000e-03
3	rs33320244	12229171	0	2.062102e-05	2.478010e-03	2.600000e-03
3	rs6351478	12565617	0	3.133744e-05	5.144949e-03	4.700000e-03
3	rs3674446	13756947	0	3.133744e-05	4.099906e-03	3.800000e-03
3	rs33433847	14013843	0	2.062102e-05	2.606136e-03	3.100000e-03
3	rs6398851	14378120	0	2.062102e-05	2.655026e-03	3.400000e-03
3	rs29714374	14602123	0	2.062102e-05	3.969202e-03	2.200000e-03
3	rs13476987	15318017	0	2.062102e-05	3.815436e-03	2.200000e-03
3	rs29758048	15942672	0	1.806337e-05	1.654208e-03	2.500000e-03
3	rs48778165	16124231	0	1.806337e-05	1.096835e-03	2.700000e-03
3	rs49436843	16267187	0	1.806337e-05	2.182304e-03	3.500000e-03
3	rs29759374	16490179	0	1.806337e-05	2.174835e-03	2.600000e-03
3	rs29763821	17063539	1	1.848831e-05	2.558245e-04	4.100000e-03
3	rs29763819	17064397	1	1.848831e-05	1.472677e-03	3.400000e-03
3	rs29760461	17101714	0	1.809416e-05	1.340543e-03	2.700000e-03
3	rs48256193	17210601	0	4.044683e-06	3.098457e-03	1.500000e-03
3	rs3657509	17482616	0	4.044683e-06	5.352381e-04	3.300000e-03
3	rs33460235	17540234	0	4.936708e-06	-2.731462e-04	1.700000e-03
3	rs3696263	17871988	0	4.936708e-06	-1.895464e-03	1.800000e-03
3	rs30516054	17886724	0	4.936708e-06	-2.352936e-04	4.400000e-03
3	rs50722080	18639213	0	4.936708e-06	4.555947e-04	3.000000e-03
3	rs51164775	18709118	0	1.196304e-05	5.654664e-04	2.500000e-03
3	rs230252925	18710518	0	4.557429e-06	1.250687e-03	3.200000e-03
3	rs6248165	18868279	0	4.557429e-06	2.677276e-03	1.600000e-03
3	rs31338665	19239884	0	4.557429e-06	1.854932e-03	3.900000e-03
3	rs31390308	19495216	0	3.335926e-06	2.391522e-03	1.400000e-03
3	rs31435372	19693563	0	3.335926e-06	-3.690214e-05	2.100000e-03
3	rs31720737	20647091	0	9.314582e-06	-9.036677e-05	2.400000e-03
3	rs30655381	20654011	0	9.314582e-06	-5.263944e-04	2.600000e-03
3	rs30152977	20820672	0	9.314582e-06	7.296873e-04	5.400000e-03
3	rs30807755	21026567	0	9.314582e-06	1.552098e-03	1.500000e-03
3	rs30906059	21345630	0	9.314582e-06	9.863728e-04	3.400000e-03
3	rs30603946	21351819	0	9.314582e-06	2.559086e-04	2.600000e-03
3	rs13477011	21366752	0	9.314582e-06	1.202869e-03	2.600000e-03
3	rs30264081	22035726	0	9.314582e-06	2.499934e-03	3.500000e-03
3	rs31640914	23439163	0	9.314582e-06	2.788533e-04	2.400000e-03
3	rs31043210	25041091	0	6.811291e-06	1.886528e-04	2.400000e-03
3	UNC030022855	26179594	0	6.811291e-06	6.886867e-05	2.300000e-03
3	rs36267153	26184661	0	6.811291e-06	1.121548e-03	2.300000e-03
3	rs37911920	26227625	0	6.811291e-06	-2.700811e-04	1.600000e-03
3	rs30745460	26331605	0	6.811291e-06	4.212205e-04	2.400000e-03
3	rs50207948	27036217	0	6.811291e-06	2.578123e-03	2.900000e-03
3	rs6394483	27192039	0	6.811291e-06	2.751774e-03	4.100000e-03
3	rs30743109	27586677	0	6.811291e-06	-7.302383e-04	1.900000e-03
3	rs46285099	27805393	0	6.811291e-06	1.780238e-03	3.000000e-03
3	rs29598546	27960656	0	6.811291e-06	9.654174e-04	2.900000e-03
3	rs29607377	28018212	0	6.811291e-06	-5.242246e-04	2.700000e-03
3	rs29637681	28140548	0	4.507167e-06	-2.251088e-04	3.500000e-03
3	rs29645340	28163630	0	1.195665e-05	6.246910e-04	2.500000e-03
3	rs31472523	28275410	0	1.195665e-05	2.806885e-03	3.000000e-03
3	rs29646228	28336139	0	1.195665e-05	1.532079e-03	2.100000e-03
3	rs29648351	28380854	0	1.195665e-05	2.205606e-03	2.800000e-03
3	rs52350553	28394213	0	1.195665e-05	2.637998e-03	3.400000e-03
3	rs46109272	28650846	0	1.195665e-05	3.267176e-04	2.400000e-03
3	rs6260196	28727955	0	1.195665e-05	1.513970e-03	4.500000e-03
3	rs3661905	31853490	0	2.267307e-05	4.043418e-03	2.600000e-03
3	rs29861654	32379800	0	1.195665e-05	2.620013e-03	3.000000e-03
3	rs31640653	32403329	0	1.195665e-05	1.830587e-03	3.200000e-03
3	rs30704785	32495691	0	1.195665e-05	-2.906584e-04	2.500000e-03
3	rs30991994	33500000	0	1.195665e-05	2.851851e-03	1.800000e-03
3	rs31295686	33754175	0	8.260603e-06	2.532643e-03	3.300000e-03
3	rs29894063	33893297	0	8.260603e-06	2.042565e-04	2.000000e-03
3	rs3664070	33914702	0	6.703698e-06	1.193498e-03	1.700000e-03
3	rs29901264	33921072	0	6.703698e-06	-8.447079e-04	2.000000e-03
3	rs31288331	33957989	0	6.703698e-06	-4.590542e-04	3.400000e-03
3	rs4223883	34065728	0	6.703698e-06	-4.005766e-04	3.000000e-03
3	rs13477058	35559693	0	6.703698e-06	7.626396e-04	4.500000e-03
3	rs31381989	35722145	0	6.703698e-06	-5.616810e-04	2.500000e-03
3	rs30698864	36543329	0	4.063278e-06	4.932655e-04	3.200000e-03
3	rs3151914	36599358	0	1.810584e-05	1.600032e-03	3.800000e-03
3	rs3151902	36604002	0	1.810584e-05	1.380406e-03	2.200000e-03
3	rs29983817	36749537	0	1.810584e-05	1.119045e-03	4.400000e-03
3	UNCHS008426	36831522	0	1.810584e-05	3.109876e-03	2.600000e-03
3	rs3151465	36834801	0	1.810584e-05	3.058349e-03	2.500000e-03
3	UNCHS008443	37376167	0	1.810584e-05	2.142439e-03	1.900000e-03
3	rs30048108	37378983	0	1.810584e-05	3.613698e-03	3.000000e-03
3	UNC5057834	37388360	0	1.810584e-05	2.282403e-03	3.300000e-03
3	rs3141366	37427289	0	1.810584e-05	1.922044e-03	3.000000e-03
3	rs30082219	37583923	0	1.810584e-05	1.618322e-03	3.500000e-03
3	rs30089442	37592679	0	1.810584e-05	1.961538e-03	3.900000e-03
3	rs50091922	37863854	0	1.810584e-05	2.158369e-03	3.600000e-03
3	rs30801829	37866764	0	1.810584e-05	2.365895e-03	1.800000e-03
3	rs31523971	38483068	0	1.810584e-05	1.679086e-03	3.200000e-03
3	rs51367062	38521972	0	1.766643e-05	4.216215e-03	2.900000e-03
3	rs31525867	38523543	0	1.766643e-05	2.687219e-03	2.400000e-03
3	rs46477289	38527799	0	1.064329e-05	1.186995e-03	4.000000e-03
3	rs51901876	38864034	0	1.064329e-05	3.414801e-03	2.700000e-03
3	rs6274061	38889885	0	1.064329e-05	9.122856e-04	1.700000e-03
3	rs46594852	38923762	0	1.064329e-05	1.026632e-03	3.600000e-03
3	rs31313193	39285982	0	1.186479e-05	1.766177e-04	2.200000e-03
3	rs46436000	39636183	0	1.186479e-05	1.269960e-03	3.300000e-03
3	rs48319012	39636407	0	1.186479e-05	1.936847e-03	3.700000e-03
3	rs31183617	39650830	0	1.477293e-05	1.904213e-03	2.300000e-03
3	rs50354672	40019738	0	1.477293e-05	2.070160e-03	3.200000e-03
3	rs6324747	40032479	0	2.617410e-05	2.862266e-03	5.100000e-03
3	rs6248503	40323935	0	2.617410e-05	3.541324e-03	2.300000e-03
3	rs30504535	40503649	0	1.213154e-05	1.559182e-03	2.600000e-03
3	rs51693383	41211676	0	1.213154e-05	1.846959e-03	3.000000e-03
3	rs50859505	41356268	0	1.213154e-05	1.910366e-03	2.500000e-03
3	rs49738931	41542098	0	6.152880e-06	1.330889e-03	3.200000e-03
3	rs30805858	41579063	0	6.152880e-06	1.446564e-03	2.500000e-03
3	rs31187985	41921845	0	6.152880e-06	2.710561e-04	2.900000e-03
3	rs214051626	42149120	0	1.355849e-05	9.479166e-04	3.800000e-03
3	rs30302627	46156467	0	1.040269e-05	3.197827e-03	3.000000e-03
3	rs31490033	46170895	0	1.040269e-05	2.465293e-03	4.000000e-03
3	rs31287802	46405805	0	1.040269e-05	1.194474e-03	2.000000e-03
3	rs30659567	46809519	0	1.040269e-05	1.957822e-03	3.100000e-03
3	UNC5191765	47475719	0	1.040269e-05	2.230179e-03	3.100000e-03
3	rs108292324	47994129	0	1.040269e-05	1.875915e-03	4.600000e-03
3	rs46267886	48076839	0	1.040269e-05	1.978353e-03	2.700000e-03
3	rs30053034	50297317	0	1.040269e-05	-1.835925e-04	1.800000e-03
3	rs30046776	50309834	0	1.040269e-05	1.979422e-03	2.500000e-03
3	rs31005014	51187456	0	1.040269e-05	8.373922e-04	2.600000e-03
3	rs30326801	53053282	0	1.732583e-05	1.712603e-03	3.300000e-03
3	rs227777266	53246203	0	1.252114e-05	2.360462e-03	1.400000e-03
3	rs13477113	53269733	1	1.119345e-05	3.178650e-03	2.400000e-03
3	rs30374445	53304733	1	1.119345e-05	3.379469e-03	2.600000e-03
3	rs30400781	53599371	1	1.119345e-05	1.507509e-03	2.500000e-03
3	rs30450303	54028360	1	1.119345e-05	1.789274e-03	4.200000e-03
3	rs30465721	54220588	1	1.119345e-05	2.088851e-03	2.900000e-03
3	rs30014314	54220900	1	1.119345e-05	2.465903e-03	3.000000e-03
3	rs30469949	54280419	1	1.119345e-05	1.735278e-03	2.800000e-03
3	rs30480648	54423171	1	1.119345e-05	1.979914e-03	2.500000e-03
3	rs30519692	54815750	1	1.119345e-05	2.408788e-03	1.100000e-03
3	rs30942882	54816651	1	1.558660e-05	1.184185e-03	2.900000e-03
3	rs30832579	54819603	1	1.558660e-05	1.148203e-03	2.700000e-03
3	rs30529527	54942397	1	1.448708e-05	-8.514754e-04	2.800000e-03
3	rs30535654	55027501	1	-6.777520e-06	-1.799193e-04	1.600000e-03
3	rs30544682	55044831	1	-6.777520e-06	-3.541752e-03	2.000000e-03
3	rs4223969	55049341	1	-6.777520e-06	-3.282892e-03	1.900000e-03
3	rs30584261	55477054	1	-6.777520e-06	1.913004e-04	1.500000e-03
3	rs30357346	55491830	1	-6.777520e-06	-3.503037e-04	2.000000e-03
3	rs30667917	56450248	1	-6.777520e-06	5.284520e-04	3.200000e-03
3	rs30159374	56466293	1	-8.873115e-06	-2.422025e-03	4.000000e-03
3	rs6319642	56491455	1	-8.873115e-06	-4.141580e-04	2.800000e-03
3	rs31596392	56707841	1	-1.150828e-05	-7.629713e-04	3.300000e-03
3	rs47166276	57313213	1	-1.150828e-05	-2.058719e-03	1.700000e-03
3	rs30893154	57334874	1	-1.150828e-05	-7.725052e-05	2.600000e-03
3	rs31153645	57335296	1	-1.150828e-05	-1.327249e-03	3.000000e-03
3	rs46360803	57442620	1	-1.150828e-05	-2.182132e-04	2.900000e-03
3	rs30723371	57444289	1	-1.150828e-05	-8.789119e-04	1.800000e-03
3	rs51859403	57609577	1	-1.194645e-06	-2.228633e-04	2.400000e-03
3	rs6334912	57673432	1	5.685029e-06	9.702795e-04	2.800000e-03
3	rs31737774	57820440	1	5.685029e-06	6.520968e-04	2.400000e-03
3	rs6363066	57823293	0	7.855492e-06	-1.123345e-03	3.300000e-03
3	rs30725761	58021842	0	7.855492e-06	2.264980e-03	4.000000e-03
3	rs6301139	58489919	0	7.855492e-06	2.088427e-03	2.600000e-03
3	UNC5348732	58477550	0	7.855492e-06	-1.093482e-03	1.600000e-03
3	rs30401146	59157742	0	7.855492e-06	3.018860e-04	2.100000e-03
3	rs30810079	61218458	0	8.081659e-06	3.647217e-04	3.100000e-03
3	rs52481290	61219576	0	6.760450e-07	-2.307015e-03	1.100000e-03
3	rs47064658	61220059	0	6.760450e-07	-2.836116e-04	2.600000e-03
3	rs13477144	61268249	0	6.760450e-07	-1.003145e-03	5.800000e-03
3	rs107736772	62391679	0	6.760450e-07	3.356757e-04	2.900000e-03
3	rs6191597	62583867	0	6.760450e-07	-1.924429e-04	4.300000e-03
3	rs46649841	63506592	0	6.760450e-07	-8.075078e-04	3.000000e-03
3	rs30886554	63714990	0	6.760450e-07	1.856973e-03	2.400000e-03
3	rs30259722	64196719	0	6.760450e-07	-8.427668e-04	2.600000e-03
3	rs6251307	64292323	0	6.760450e-07	7.296934e-04	3.400000e-03
3	UNCHS008889	64335633	0	-1.908511e-06	-2.517694e-04	2.600000e-03
3	rs31482508	65480179	0	-1.908511e-06	9.658590e-04	3.200000e-03
3	rs31239141	65489299	0	-1.908511e-06	-2.154474e-04	1.800000e-03
3	rs51669923	65524001	0	-1.908511e-06	1.751639e-04	2.300000e-03
3	rs31229055	65564009	0	-6.456690e-06	-1.306296e-03	4.000000e-03
3	rs31497298	65658739	0	-6.456690e-06	6.366317e-05	2.800000e-03
3	rs3674751	65670862	0	-4.152567e-06	-1.677549e-03	2.500000e-03
3	rs30357888	66668617	0	-4.152567e-06	-9.463133e-04	2.700000e-03
3	rs30843932	67168368	0	-4.152567e-06	-2.145488e-03	1.500000e-03
3	rs30887094	67229571	0	-4.152567e-06	-1.642906e-03	3.500000e-03
3	rs30890056	67234797	0	-6.456690e-06	4.860442e-04	2.200000e-03
3	rs30896740	67501259	0	-6.456690e-06	1.468628e-04	2.900000e-03
3	rs47191211	68084635	0	-6.456690e-06	1.015815e-04	3.600000e-03
3	rs30546833	68092749	0	-9.395612e-06	-4.387847e-03	2.600000e-03
3	rs30968839	68142117	0	-9.395612e-06	-1.018832e-03	2.900000e-03
3	rs3674810	68142802	0	-9.395612e-06	-4.497075e-03	2.300000e-03
3	rs30973557	69017176	0	-9.395612e-06	-1.378176e-03	3.400000e-03
3	rs30711071	69025720	0	-9.395612e-06	-2.162882e-03	1.800000e-03
3	rs31291384	69358756	0	-9.395612e-06	-8.914762e-05	2.300000e-03
3	rs51960873	69487344	0	-9.395612e-06	-1.083736e-03	3.600000e-03
3	rs31326636	69522341	0	-9.395612e-06	-3.168391e-05	1.500000e-03
3	rs31015524	69526423	0	-9.395612e-06	-3.312703e-04	3.900000e-03
3	rs31426069	69969832	0	-9.395612e-06	-8.921809e-04	2.500000e-03
3	rs48944333	70040760	0	-9.395612e-06	-1.970468e-03	1.700000e-03
3	rs51358767	70474401	0	-6.525693e-06	8.273565e-04	1.600000e-03
3	rs31384807	70616514	0	-6.525693e-06	8.970653e-04	2.400000e-03
3	rs6351657	72658698	0	-6.525693e-06	1.611315e-03	2.900000e-03
3	rs51936870	72906480	0	-6.525693e-06	-2.506403e-03	2.800000e-03
3	rs31366999	74616716	0	-4.507615e-06	-3.285556e-04	2.900000e-03
3	rs47205918	74704013	0	-4.507615e-06	-1.273259e-03	2.400000e-03
3	rs49752901	75472116	0	-4.507615e-06	1.851566e-04	1.500000e-03
3	rs33861236	76579840	0	3.925650e-06	1.754116e-03	1.200000e-03
3	rs220027832	76730162	0	3.925650e-06	-6.880676e-04	2.200000e-03
3	rs30417021	77206464	0	3.925650e-06	2.015833e-03	3.600000e-03
3	rs31124218	77431855	0	3.925650e-06	-8.084773e-04	2.400000e-03
