# Analysis Group Name : Default Analysis Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description : Including all applicable data files.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created By :bridgeslab@umich.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Last Modified Date : 2018-07-20 08:54:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Number of Experiments in Analysis Group : 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# List of instrument types in the study that are imported : QuantStudio 5 System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Normalization method : Endogenous Control = Gapd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference Sample : 4086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference Group : Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Max CT : 40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Confidence Level : 95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Name,Barcode,Well,Diet,Sample,Target,Task,Amp Score,Amp Status,Cq Conf,Target Efficiency,Cq,Cq (Post IC),Eq. Cq,Quantity,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline Stop,Tm1,Tm2,Tm3,Cq Mean,Cq SE,Intercept,R-Squared,Slope,Efficiency,Omit,FLAGS,AMPNC,AMPSCORE,BADROX,OFFSCALE,NOAMP,NOISE,SPIKE,NOSIGNAL,NOSAMPLE,EXPFAIL,BLFAIL,THOLDFAIL,CTFAIL,HIGHSD,OUTLIERRG,MAXCT,MPOUTLIER,MTP or TM,LOWROX,PRFLOW,PRFDROP,DRNMIN,CQCONF
2017-10-06 184851.eds,,L7,Control,4097,BDH1,UNKNOWN,1.6333647,Amp,0.988857,100,27.513628,27.513628,27.513628,-,TRUE,0.1935859,TRUE,3,22,86.85057,-,-,28.778374,0.55895436,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L8,Control,4115,BDH1,UNKNOWN,1.6249006,Amp,0.972426,100,26.287626,26.287626,26.287626,-,TRUE,0.1935859,TRUE,3,21,86.85057,-,-,26.036919,0.20347773,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L9,Control,4097,Gapd,UNKNOWN,1.589654,Amp,0.97852504,100,16.705238,16.705238,16.705238,-,TRUE,0.33665445,TRUE,3,11,80.2517,-,-,16.684158,0.021080017,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L10,Control,4115,Gapd,UNKNOWN,1.5851964,Amp,0.97035754,100,16.33738,16.33738,16.33738,-,TRUE,0.33665445,TRUE,3,11,80.2517,-,-,16.302597,0.034781456,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L11,Control,4097,Gapd,UNKNOWN,1.589691,Amp,0.9849546,100,16.663078,16.663078,16.663078,-,TRUE,0.33665445,TRUE,3,10,80.36548,-,-,16.684158,0.021080017,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L12,Control,4115,Gapd,UNKNOWN,1.5857078,Amp,0.96190196,100,16.267817,16.267817,16.267817,-,TRUE,0.33665445,TRUE,3,10,80.36548,-,-,16.302597,0.034781456,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L13,Control,4097,Pgk1,UNKNOWN,1.6184145,Amp,0.9850978,100,19.480656,19.480656,19.480656,-,TRUE,0.24603838,TRUE,3,15,79.22774,-,-,19.486618,0.005961418,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L14,Control,4115,Pgk1,UNKNOWN,1.6149145,Amp,0.96465504,100,18.67432,18.67432,18.67432,-,TRUE,0.24603838,TRUE,3,13,79.22774,-,-,18.65086,0.023459435,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L15,Control,4097,Pgk1,UNKNOWN,1.6195012,Amp,0.9874356,100,19.492579,19.492579,19.492579,-,TRUE,0.24603838,TRUE,3,14,79.22774,-,-,19.486618,0.005961418,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L16,Control,4115,Pgk1,UNKNOWN,1.6176988,Amp,0.9635967,100,18.627401,18.627401,18.627401,-,TRUE,0.24603838,TRUE,3,13,79.22774,-,-,18.65086,0.023459435,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L17,Control,4097,Rplp0,UNKNOWN,1.6440089,Amp,0.98595464,100,19.878677,19.878677,19.878677,-,TRUE,0.3932123,TRUE,3,14,84.46133,-,-,19.83238,0.046297073,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L18,Control,4115,Rplp0,UNKNOWN,1.6389657,Amp,0.96913993,100,18.448954,18.448954,18.448954,-,TRUE,0.3932123,TRUE,3,13,84.46133,-,-,18.403965,0.044988632,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L19,Control,4097,Rplp0,UNKNOWN,1.6471648,Amp,0.98702186,100,19.786083,19.786083,19.786083,-,TRUE,0.3932123,TRUE,3,14,84.5751,-,-,19.83238,0.046297073,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L20,Control,4115,Rplp0,UNKNOWN,1.6364949,Amp,0.9639583,100,18.358976,18.358976,18.358976,-,TRUE,0.3932123,TRUE,3,12,84.5751,-,-,18.403965,0.044988632,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L21,Control,4097,Rplp13,UNKNOWN,1.6083493,Amp,0.9867108,100,20.853727,20.853727,20.853727,-,TRUE,0.39034972,TRUE,3,15,85.25774,-,-,20.805447,0.04828167,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L22,Control,4115,Rplp13,UNKNOWN,1.6030916,Amp,0.9702399,100,19.665436,19.665436,19.665436,-,TRUE,0.39034972,TRUE,3,14,85.14397,-,-,19.590055,0.075380325,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L23,Control,4097,Rplp13,UNKNOWN,1.6132325,Amp,0.9885849,100,20.757164,20.757164,20.757164,-,TRUE,0.39034972,TRUE,3,14,85.25774,-,-,20.805447,0.04828167,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,L24,Control,4115,Rplp13,UNKNOWN,1.6074748,Amp,0.97035986,100,19.514675,19.514675,19.514675,-,TRUE,0.39034972,TRUE,3,13,85.25774,-,-,19.590055,0.075380325,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M1,Ketogenic Diet,4098,Actb,UNKNOWN,1.5610498,Amp,0.9832034,100,16.95179,16.95179,16.95179,-,TRUE,0.22731464,TRUE,3,12,82.98227,-,-,17.414944,0.4631529,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M2,Control,4116,Actb,UNKNOWN,1.573496,Amp,0.9946815,100,22.748434,22.748434,22.748434,-,TRUE,0.22731464,TRUE,3,16,82.98227,-,-,23.224525,0.47609043,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M3,Ketogenic Diet,4098,Actb,UNKNOWN,1.5679494,Amp,0.9815168,100,17.878096,17.878096,17.878096,-,TRUE,0.22731464,TRUE,3,13,82.29963,-,-,17.414944,0.4631529,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M4,Control,4116,Actb,UNKNOWN,1.5743003,Amp,0.99453896,100,23.700615,23.700615,23.700615,-,TRUE,0.22731464,TRUE,3,18,82.29963,-,-,23.224525,0.47609043,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M5,Ketogenic Diet,4098,BDH1,UNKNOWN,1.6255406,Amp,0.98951316,100,27.90318,27.90318,27.90318,-,TRUE,0.1935859,TRUE,3,22,86.7368,-,-,28.962593,0.42804217,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M6,Control,4116,BDH1,UNKNOWN,1.399583,Inconclusive,0.98110443,100,36.13179,36.13179,36.13179,-,TRUE,0.1935859,TRUE,3,30,75.58698,-,-,35.86786,0.26392937,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M7,Ketogenic Diet,4098,BDH1,UNKNOWN,1.6286439,Amp,0.9849806,100,28.63155,28.63155,28.63155,-,TRUE,0.1935859,TRUE,3,24,86.85057,-,-,28.962593,0.42804217,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M8,Control,4116,BDH1,UNKNOWN,1.4745474,Inconclusive,0.98827153,100,35.60393,35.60393,35.60393,-,TRUE,0.1935859,TRUE,3,30,75.70076,-,-,35.86786,0.26392937,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M9,Ketogenic Diet,4098,Gapd,UNKNOWN,1.5812055,Amp,0.98069346,100,17.135908,17.135908,17.135908,-,TRUE,0.33665445,TRUE,3,11,80.2517,-,-,17.13129,0.004618645,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M10,Control,4116,Gapd,UNKNOWN,1.5945323,Amp,0.99506706,100,22.790197,22.790197,22.790197,-,TRUE,0.33665445,TRUE,3,17,80.2517,-,-,22.75272,0.037477493,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M11,Ketogenic Diet,4098,Gapd,UNKNOWN,1.5815063,Amp,0.97495866,100,17.12667,17.12667,17.12667,-,TRUE,0.33665445,TRUE,3,12,80.2517,-,-,17.13129,0.004618645,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M12,Control,4116,Gapd,UNKNOWN,1.5950948,Amp,0.99180406,100,22.715242,22.715242,22.715242,-,TRUE,0.33665445,TRUE,3,17,80.2517,-,-,22.75272,0.037477493,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M13,Ketogenic Diet,4098,Pgk1,UNKNOWN,1.614316,Amp,0.9908374,100,19.557814,19.557814,19.557814,-,TRUE,0.24603838,TRUE,3,13,79.22774,-,-,19.665413,0.10760021,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M14,Control,4116,Pgk1,UNKNOWN,1.6241915,Amp,0.9948792,100,25.852709,25.852709,25.852709,-,TRUE,0.24603838,TRUE,3,20,79.22774,-,-,25.882774,0.030065536,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M15,Ketogenic Diet,4098,Pgk1,UNKNOWN,1.6052672,Amp,0.98418045,100,19.773014,19.773014,19.773014,-,TRUE,0.24603838,TRUE,3,15,79.11397,-,-,19.665413,0.10760021,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M16,Control,4116,Pgk1,UNKNOWN,1.6222483,Amp,0.99587023,100,25.91284,25.91284,25.91284,-,TRUE,0.24603838,TRUE,3,20,79.11397,-,-,25.882774,0.030065536,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M17,Ketogenic Diet,4098,Rplp0,UNKNOWN,1.642512,Amp,0.9861371,100,19.57683,19.57683,19.57683,-,TRUE,0.3932123,TRUE,3,14,84.46133,-,-,19.555763,0.021066666,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M18,Control,4116,Rplp0,UNKNOWN,1.6502582,Amp,0.9951968,100,26.62123,26.62123,26.62123,-,TRUE,0.3932123,TRUE,3,20,84.34755,-,-,26.58677,0.03446102,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M19,Ketogenic Diet,4098,Rplp0,UNKNOWN,1.6410172,Amp,0.98504287,100,19.534697,19.534697,19.534697,-,TRUE,0.3932123,TRUE,3,13,84.5751,-,-,19.555763,0.021066666,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M20,Control,4116,Rplp0,UNKNOWN,1.6568251,Amp,0.99527097,100,26.552307,26.552307,26.552307,-,TRUE,0.3932123,TRUE,3,19,84.5751,-,-,26.58677,0.03446102,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M21,Ketogenic Diet,4098,Rplp13,UNKNOWN,1.6001593,Amp,0.98579025,100,20.20348,20.20348,20.20348,-,TRUE,0.39034972,TRUE,3,15,85.14397,-,-,20.185133,0.018346786,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M22,Control,4116,Rplp13,UNKNOWN,1.6073054,Amp,0.99335676,100,29.247791,29.247791,29.247791,-,TRUE,0.39034972,TRUE,3,22,85.0302,-,-,29.122751,0.12504005,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M23,Ketogenic Diet,4098,Rplp13,UNKNOWN,1.6055827,Amp,0.98958457,100,20.166786,20.166786,20.166786,-,TRUE,0.39034972,TRUE,3,14,85.25774,-,-,20.185133,0.018346786,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,M24,Control,4116,Rplp13,UNKNOWN,1.6147214,Amp,0.99064296,100,28.997711,28.997711,28.997711,-,TRUE,0.39034972,TRUE,3,19,85.25774,-,-,29.122751,0.12504005,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N1,Ketogenic Diet,4100,Actb,UNKNOWN,1.5479171,Amp,0.9585761,100,16.12953,16.12953,16.12953,-,TRUE,0.22731464,TRUE,3,10,82.98227,-,-,16.671143,0.5416136,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N2,Control,4117,Actb,UNKNOWN,1.5644227,Amp,0.9834484,100,16.409748,16.409748,16.409748,-,TRUE,0.22731464,TRUE,3,12,83.09604,-,-,17.024307,0.6145582,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N3,Ketogenic Diet,4100,Actb,UNKNOWN,1.5640851,Amp,0.9491274,100,17.212757,17.212757,17.212757,-,TRUE,0.22731464,TRUE,3,13,82.29963,-,-,16.671143,0.5416136,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N4,Control,4117,Actb,UNKNOWN,1.5717351,Amp,0.9848009,100,17.638865,17.638865,17.638865,-,TRUE,0.22731464,TRUE,3,13,82.29963,-,-,17.024307,0.6145582,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N5,Ketogenic Diet,4100,BDH1,UNKNOWN,1.6277866,Amp,0.9782391,100,27.765266,27.765266,27.765266,-,TRUE,0.1935859,TRUE,3,23,86.7368,-,-,28.466581,0.4302675,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N6,Control,4117,BDH1,UNKNOWN,1.628652,Amp,0.98071164,100,27.773455,27.773455,27.773455,-,TRUE,0.1935859,TRUE,3,23,86.7368,-,-,27.345793,0.17563827,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N7,Ketogenic Diet,4100,BDH1,UNKNOWN,1.631178,Amp,0.97493356,100,27.678667,27.678667,27.678667,-,TRUE,0.1935859,TRUE,3,22,86.85057,-,-,28.466581,0.4302675,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N8,Control,4117,BDH1,UNKNOWN,1.6300017,Amp,0.97763973,100,27.425325,27.425325,27.425325,-,TRUE,0.1935859,TRUE,3,23,86.85057,-,-,27.345793,0.17563827,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N9,Ketogenic Diet,4100,Gapd,UNKNOWN,1.5747837,Amp,0.9525241,100,16.68522,16.68522,16.68522,-,TRUE,0.33665445,TRUE,3,11,80.2517,-,-,16.598164,0.08705616,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N10,Control,4117,Gapd,UNKNOWN,1.5795118,Amp,0.969615,100,16.448437,16.448437,16.448437,-,TRUE,0.33665445,TRUE,3,11,80.36548,-,-,16.432434,0.016002655,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N11,Ketogenic Diet,4100,Gapd,UNKNOWN,1.5757045,Amp,0.96423656,100,16.511108,16.511108,16.511108,-,TRUE,0.33665445,TRUE,3,10,80.36548,-,-,16.598164,0.08705616,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N12,Control,4117,Gapd,UNKNOWN,1.5823567,Amp,0.9655129,100,16.416431,16.416431,16.416431,-,TRUE,0.33665445,TRUE,3,11,80.36548,-,-,16.432434,0.016002655,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N13,Ketogenic Diet,4100,Pgk1,UNKNOWN,1.6134977,Amp,0.97042054,100,18.94109,18.94109,18.94109,-,TRUE,0.24603838,TRUE,3,14,79.22774,-,-,18.84446,0.0966301,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N14,Control,4117,Pgk1,UNKNOWN,1.615706,Amp,0.9746717,100,19.349424,19.349424,19.349424,-,TRUE,0.24603838,TRUE,3,14,79.22774,-,-,19.331396,0.01802826,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N15,Ketogenic Diet,4100,Pgk1,UNKNOWN,1.617107,Amp,0.9652518,100,18.74783,18.74783,18.74783,-,TRUE,0.24603838,TRUE,3,13,79.341515,-,-,18.84446,0.0966301,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N16,Control,4117,Pgk1,UNKNOWN,1.618864,Amp,0.97971463,100,19.313368,19.313368,19.313368,-,TRUE,0.24603838,TRUE,3,13,79.22774,-,-,19.331396,0.01802826,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N17,Ketogenic Diet,4100,Rplp0,UNKNOWN,1.6371809,Amp,0.97407436,100,19.031363,19.031363,19.031363,-,TRUE,0.3932123,TRUE,3,13,84.46133,-,-,18.980995,0.050367355,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N18,Control,4117,Rplp0,UNKNOWN,1.639014,Amp,0.97853583,100,19.27406,19.27406,19.27406,-,TRUE,0.3932123,TRUE,3,12,84.46133,-,-,19.301338,0.0272789,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N19,Ketogenic Diet,4100,Rplp0,UNKNOWN,1.6431599,Amp,0.983606,100,18.930628,18.930628,18.930628,-,TRUE,0.3932123,TRUE,3,14,84.46133,-,-,18.980995,0.050367355,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N20,Control,4117,Rplp0,UNKNOWN,1.6453131,Amp,0.9782097,100,19.328617,19.328617,19.328617,-,TRUE,0.3932123,TRUE,3,13,84.5751,-,-,19.301338,0.0272789,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N21,Ketogenic Diet,4100,Rplp13,UNKNOWN,1.5968131,Amp,0.98116064,100,19.424017,19.424017,19.424017,-,TRUE,0.39034972,TRUE,3,12,85.25774,-,-,19.261,0.16301727,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N22,Control,4117,Rplp13,UNKNOWN,1.6060692,Amp,0.97773004,100,20.284185,20.284185,20.284185,-,TRUE,0.39034972,TRUE,3,14,85.25774,-,-,20.252787,0.031398773,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N23,Ketogenic Diet,4100,Rplp13,UNKNOWN,1.6061481,Amp,0.9726459,100,19.097982,19.097982,19.097982,-,TRUE,0.39034972,TRUE,3,10,85.37151,-,-,19.261,0.16301727,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,N24,Control,4117,Rplp13,UNKNOWN,1.6093237,Amp,0.98431796,100,20.221388,20.221388,20.221388,-,TRUE,0.39034972,TRUE,3,14,85.25774,-,-,20.252787,0.031398773,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,O1,Ketogenic Diet,4102,Actb,UNKNOWN,1.5693603,Amp,0.9439838,100,16.288582,16.288582,16.288582,-,TRUE,0.22731464,TRUE,3,12,82.98227,-,-,16.770977,0.48239422,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,O3,Ketogenic Diet,4102,Actb,UNKNOWN,1.5722438,Amp,0.97573763,100,17.25337,17.25337,17.25337,-,TRUE,0.22731464,TRUE,3,13,82.29963,-,-,16.770977,0.48239422,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,O5,Ketogenic Diet,4102,BDH1,UNKNOWN,1.6248512,Amp,0.97892857,100,27.158617,27.158617,27.158617,-,TRUE,0.1935859,TRUE,3,20,86.7368,-,-,28.069942,0.4215415,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,O7,Ketogenic Diet,4102,BDH1,UNKNOWN,1.6273755,Amp,0.9780314,100,27.557594,27.557594,27.557594,-,TRUE,0.1935859,TRUE,3,23,86.85057,-,-,28.069942,0.4215415,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,O9,Ketogenic Diet,4102,Gapd,UNKNOWN,1.5802808,Amp,0.970035,100,16.312223,16.312223,16.312223,-,TRUE,0.33665445,TRUE,3,9,80.2517,-,-,16.317417,0.005194664,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,O11,Ketogenic Diet,4102,Gapd,UNKNOWN,1.5722836,Amp,0.9705231,100,16.322613,16.322613,16.322613,-,TRUE,0.33665445,TRUE,3,10,80.36548,-,-,16.317417,0.005194664,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,O13,Ketogenic Diet,4102,Pgk1,UNKNOWN,1.6135633,Amp,0.969963,100,19.044222,19.044222,19.044222,-,TRUE,0.24603838,TRUE,3,14,79.22774,-,-,19.103754,0.059532166,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
