# Analysis Version : 1.1
# Analysis Group Name : Default Analysis Group
# Description : Including all applicable data files.
# Created By :bridgeslab@umich.edu
# Last Modified Date : 2024-01-15 05:44:39 PM
# Number of Experiments in Analysis Group : 2
# List of instrument types in the study that are imported : QuantStudio 5 System
# Normalization method : Endogenous Control = Rplp0
# Reference Sample : 1739
# Reference Group : 
# Max CT : 40.0
# Confidence Level : 95.0
# Statistical Test:T-test

"Experiment Name","Barcode","Well","Biological Group Name","Sample Name","Target Name","Task","Amp Score","Amp Status","Cq Conf","Target Efficiency","Cq","Cq (Post IC)","Eq. Cq","Quantity","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline Stop","Tm1","Tm2","Tm3","Cq Mean","Cq SE","Intercept","R-Squared","Slope","Efficiency","Omit","FLAGS","AMPNC","AMPSCORE","BADROX","OFFSCALE","NOAMP","NOISE","SPIKE","NOSIGNAL","NOSAMPLE","EXPFAIL","BLFAIL","THOLDFAIL","CTFAIL","HIGHSD","OUTLIERRG","MAXCT","MPOUTLIER","MTP or TM","LOWROX","PRFLOW","PRFDROP","DRNMIN","CQCONF",
"2024-01-15 Slc16a1.eds","","F20","","No Sample","Rplp0","UNKNOWN","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","89.99794","83.84158","68.84247","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","F21","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","88.031456","73.73653","71.16791","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","F22","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","71.94966","68.59929","86.914665","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","F23","","No Sample","Rplp0","UNKNOWN","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","80.66064","72.731415","77.421936","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","F24","","No Sample","Rplp0","UNKNOWN","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","76.64018","80.772316","74.07156","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","G1","","1748","Rplp0","UNKNOWN","1.6332097","Amp","0.983519","100.0","23.77793","23.77793","23.77793","-","true","0.72670037","true","3.0","17.0","83.903595","-","-","23.824331","0.02323651","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G2","","4104","Rplp0","UNKNOWN","1.621377","Amp","0.9655173","100.0","22.776175","22.776175","22.776175","-","true","0.72670037","true","3.0","16.0","83.903595","-","-","22.846275","0.09536093","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G3","","4110","Rplp0","UNKNOWN","1.6296904","Amp","0.976829","100.0","23.015015","23.015015","23.015015","-","true","0.72670037","true","3.0","17.0","84.015816","-","-","23.055689","0.0624269","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G4","","4094","Rplp0","UNKNOWN","1.6134744","Amp","0.9452954","100.0","20.290337","20.290337","20.290337","-","true","0.72670037","true","3.0","13.0","83.79137","-","-","20.037422","0.22174147","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G5","","1739","Rplp0","UNKNOWN","1.628345","Amp","0.97444975","100.0","22.438766","22.438766","22.438766","-","true","0.72670037","true","3.0","15.0","83.937904","-","-","22.179","0.23574175","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G6","","No Sample","Rplp0","UNKNOWN","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","86.410324","90.905624","81.24072","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","G7","","1748","Rplp0","UNKNOWN","1.6299614","Amp","0.9860662","100.0","23.845297","23.845297","23.845297","-","true","0.72670037","true","3.0","16.0","83.937904","-","-","23.824331","0.02323651","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G8","","4104","Rplp0","UNKNOWN","1.6232708","Amp","0.97332436","100.0","22.88724","22.88724","22.88724","-","true","0.72670037","true","3.0","16.0","84.050285","-","-","22.846275","0.09536093","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G9","","4110","Rplp0","UNKNOWN","1.6195954","Amp","0.97871995","100.0","23.178253","23.178253","23.178253","-","true","0.72670037","true","3.0","16.0","83.811646","-","-","23.055689","0.0624269","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G10","","4094","Rplp0","UNKNOWN","1.6212224","Amp","0.95181066","100.0","20.226456","20.226456","20.226456","-","true","0.72670037","true","3.0","13.0","84.036285","-","-","20.037422","0.22174147","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G11","","1739","Rplp0","UNKNOWN","1.6307727","Amp","0.9710786","100.0","22.389872","22.389872","22.389872","-","true","0.72670037","true","3.0","15.0","84.036285","-","-","22.179","0.23574175","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G12","","No Sample","Rplp0","UNKNOWN","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","64.82996","84.71019","77.97113","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","G13","","1748","Rplp0","UNKNOWN","1.6369601","Amp","0.98539704","100.0","23.849766","23.849766","23.849766","-","true","0.72670037","true","3.0","17.0","84.0025","-","-","23.824331","0.02323651","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G14","","4104","Rplp0","UNKNOWN","1.6285882","Amp","0.9724921","100.0","22.740519","22.740519","22.740519","-","true","0.72670037","true","3.0","15.0","84.0025","-","-","22.846275","0.09536093","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G15","","4110","Rplp0","UNKNOWN","1.6339393","Amp","0.9844178","100.0","22.973797","22.973797","22.973797","-","true","0.72670037","true","3.0","16.0","84.11466","-","-","23.055689","0.0624269","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G16","","4094","Rplp0","UNKNOWN","1.673385","Amp","0.9278204","100.0","19.595476","19.595476","19.595476","-","true","0.72670037","true","3.0","14.0","84.78762","-","-","20.037422","0.22174147","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G17","","1739","Rplp0","UNKNOWN","1.6800189","Amp","0.978789","100.0","21.708363","21.708363","21.708363","-","true","0.72670037","true","3.0","14.0","84.73706","-","-","22.179","0.23574175","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","G18","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","85.07286","68.50666","76.11816","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","G19","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","64.92478","90.55762","68.50666","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","G20","","No Sample","Rplp0","UNKNOWN","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","74.32722","85.29672","64.70091","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","G21","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","82.89422","87.026344","65.02556","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","G22","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","83.78765","80.772316","77.98033","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","G23","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","90.711754","82.67086","87.58474","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","G24","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","77.75697","64.69052","74.4066","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","H1","","4115","Rplp0","UNKNOWN","1.6324095","Amp","0.97590375","100.0","22.338602","22.338602","22.338602","-","true","0.72670037","true","3.0","15.0","83.903595","-","-","22.426702","0.04454616","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H2","","4103","Rplp0","UNKNOWN","1.6327633","Amp","0.9769779","100.0","23.245087","23.245087","23.245087","-","true","0.72670037","true","3.0","16.0","83.903595","-","-","23.241592","0.005436115","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H3","","1752","Rplp0","UNKNOWN","1.633314","Amp","0.9836145","100.0","25.211641","25.211641","25.211641","-","true","0.72670037","true","3.0","17.0","83.903595","-","-","25.228882","0.06661821","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H4","","4107","Rplp0","UNKNOWN","1.6185381","Amp","0.97224885","100.0","22.1422","22.1422","22.1422","-","true","0.72670037","true","3.0","14.0","83.79137","-","-","21.861444","0.22260536","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H5","","4097","Rplp0","UNKNOWN","1.6157919","Amp","0.9478875","100.0","20.291119","20.291119","20.291119","-","true","0.72670037","true","3.0","14.0","83.937904","-","-","20.024315","0.23654252","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H6","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","85.62364","91.91707","82.0274","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","H7","","4115","Rplp0","UNKNOWN","1.6294057","Amp","0.97347945","100.0","22.482231","22.482231","22.482231","-","true","0.72670037","true","3.0","15.0","83.937904","-","-","22.426702","0.04454616","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H8","","4103","Rplp0","UNKNOWN","1.6354281","Amp","0.9850232","100.0","23.24876","23.24876","23.24876","-","true","0.72670037","true","3.0","16.0","84.050285","-","-","23.241592","0.005436115","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H9","","1752","Rplp0","UNKNOWN","1.631384","Amp","0.9881718","100.0","25.351917","25.351917","25.351917","-","true","0.72670037","true","3.0","19.0","83.923965","-","-","25.228882","0.06661821","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H10","","4107","Rplp0","UNKNOWN","1.6292982","Amp","0.96555185","100.0","22.0203","22.0203","22.0203","-","true","0.72670037","true","3.0","15.0","84.036285","-","-","21.861444","0.22260536","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H11","","4097","Rplp0","UNKNOWN","1.616962","Amp","0.95461196","100.0","20.229244","20.229244","20.229244","-","true","0.72670037","true","3.0","13.0","84.036285","-","-","20.024315","0.23654252","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H12","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","78.30808","92.684746","66.964","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","H13","","4115","Rplp0","UNKNOWN","1.6307656","Amp","0.9687197","100.0","22.459276","22.459276","22.459276","-","true","0.72670037","true","3.0","16.0","84.0025","-","-","22.426702","0.04454616","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H14","","4103","Rplp0","UNKNOWN","1.6345071","Amp","0.98387176","100.0","23.230928","23.230928","23.230928","-","true","0.72670037","true","3.0","16.0","84.11466","-","-","23.241592","0.005436115","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H15","","1752","Rplp0","UNKNOWN","1.6361583","Amp","0.9881354","100.0","25.123085","25.123085","25.123085","-","true","0.72670037","true","3.0","16.0","84.0025","-","-","25.228882","0.06661821","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H16","","4107","Rplp0","UNKNOWN","1.672929","Amp","0.9662578","100.0","21.421831","21.421831","21.421831","-","true","0.72670037","true","3.0","14.0","84.78762","-","-","21.861444","0.22260536","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H17","","4097","Rplp0","UNKNOWN","1.6749252","Amp","0.9673545","100.0","19.55258","19.55258","19.55258","-","true","0.72670037","true","3.0","13.0","84.73706","-","-","20.024315","0.23654252","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","H18","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","84.28932","75.446556","68.84247","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","H19","","No Sample","Rplp0","UNKNOWN","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","65.26058","78.356834","92.90822","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","H20","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","79.923904","73.20788","84.40126","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","H21","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","71.7263","67.59418","88.70153","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","H22","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","71.27959","81.33071","74.74164","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","H23","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","64.355484","82.4475","73.28981","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","H24","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","77.98033","64.69052","82.89422","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","I1","","1753","Slc16a1","UNKNOWN","1.625343","Amp","0.9852294","100.0","27.388748","27.388748","27.388748","-","true","0.4663608","true","3.0","22.0","77.73135","-","-","27.54728","0.13445228","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","I2","","4098","Slc16a1","UNKNOWN","1.6026908","Amp","0.8980489","100.0","22.070942","22.070942","22.070942","-","true","0.4663608","true","3.0","16.0","77.843575","-","-","22.16322","0.0483389","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","I3","","1746","Slc16a1","UNKNOWN","1.6247498","Amp","0.96669704","100.0","24.264233","24.264233","24.264233","-","true","0.4663608","true","3.0","19.0","77.73135","-","-","24.361664","0.07999136","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","I4","","4093","Slc16a1","UNKNOWN","1.627043","Amp","0.9844314","100.0","26.290718","26.290718","26.290718","-","true","0.4663608","true","3.0","20.0","77.843575","-","-","26.582857","0.148489","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","I5","","4104","Slc16a1","UNKNOWN","1.6230837","Amp","0.9852072","100.0","26.260704","26.260704","26.260704","-","true","0.4663608","true","3.0","20.0","77.75686","-","-","25.855625","0.14723706","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","I6","","4108","Slc16a1","UNKNOWN","1.622898","Amp","0.97462523","100.0","25.551287","25.551287","25.551287","-","true","0.4663608","true","3.0","20.0","77.86924","-","-","26.002401","0.23834923","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","I7","","1753","Slc16a1","UNKNOWN","1.6290392","Amp","0.990166","100.0","27.81465","27.81465","27.81465","-","true","0.4663608","true","3.0","22.0","77.75686","-","-","27.54728","0.13445228","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
